Genus,average,overall,sd,ratio,ava,avb,ord,cusum,p,cumulative
Cognatazoarcus,4.084768987648227e-5,0.7244038803945835,3.489135664418528e-5,1.1707108523477152,8.1314e-5,3.365769230769231e-6,2542,0.9431570498022698,0.204,0.6875995688435882
Fen-178,4.0809974297417364e-5,0.7244038803945835,5.588202725871768e-5,0.7302880067052497,7.857106666666666e-5,5.920019230769227e-6,2331,0.7197612341828341,0.001,0.6876403788178856
JAEUHH01,4.077200001945737e-5,0.7244038803945835,3.436968443403222e-5,1.186277985697352,7.763673333333333e-5,6.893269230769232e-6,1264,0.8126956575470876,0.149,0.6876811508179052
JAKAPT01,4.071718626584448e-5,0.7244038803945835,1.0778190639005183e-4,0.37777385490374515,8.143443333333332e-5,0,3451,0.9999999999999967,0.944,0.687721868004171
Marmoricola,4.068333658125946e-5,0.7244038803945835,6.63346031277449e-5,0.6133048916100831,8.13667e-5,0,587,0.8816428612395611,0.001,0.6877625513407523
JADJEK01,4.0650688079180465e-5,0.7244038803945835,3.8856276311129815e-5,1.0461807444872597,8.026366666666667e-5,6.287249999999997e-6,1296,0.9543946219820988,0.001,0.6878032020288315
JAJZPX01,4.0630536456283335e-5,0.7244038803945835,1.3220524351488904e-4,0.30732923578562527,8.126066666666667e-5,0,3403,0.9999999999999967,0.117,0.6878438325652878
Qaidamihabitans,4.0620640114201344e-5,0.7244038803945835,4.256787543662916e-5,0.954255755015853,8.058596666666666e-5,3.3126153846153827e-6,3418,0.9072226533111268,0.001,0.687884453205402
UBA1547,4.053850053978801e-5,0.7244038803945835,1.1035408663296416e-4,0.3673493368181133,5.826876666666666e-5,2.566915384615385e-5,7515,0.9999359817812518,0.989,0.6879249917059418
JAJZPH01,4.04913373793305e-5,0.7244038803945835,1.383842544047473e-4,0.292600755436389,7.915916666666667e-5,2.378923076923076e-6,3398,0.9999999999999967,0.008,0.6879654830433212
JAJFGK01,4.0414224968348654e-5,0.7244038803945835,3.888049264161829e-5,1.039447348079346,7.635153333333334e-5,7.4134999999999935e-6,1283,0.8445680426275085,0.001,0.6880058972682895
JAIOJO01,4.0411650932280824e-5,0.7244038803945835,8.350991850399858e-5,0.4839143859342391,8.082333333333333e-5,0,1941,0.997573413860092,0.009,0.6880463089192218
Ilumatobacter,4.039066285931251e-5,0.7244038803945835,4.498324577610322e-5,0.8979045900856167,8.060196666666667e-5,2.590634615384615e-6,1242,0.7554749185366367,0.427,0.6880866995820811
UBA8231,4.038693072195841e-5,0.7244038803945835,3.251946728468728e-5,1.2419308830737135,8.124393333333333e-5,2.0500769230769215e-6,968,0.9254386549439213,0.002,0.6881270865128031
Actinomadura_D,4.0364265368371336e-5,0.7244038803945835,4.682033678285046e-5,0.8621096758781992,6.798216666666667e-5,2.665349999999999e-5,2911,0.35567085500444423,0.003,0.6881674507781714
Fen-1231,4.0303547116281374e-5,0.7244038803945835,1.1152186083635857e-4,0.3613959345192484,2.96728e-5,5.435807692307695e-5,23,0.945808728251332,0.336,0.6882077543252877
JADLDI01,4.027236885009878e-5,0.7244038803945835,5.005330997642211e-5,0.8045895240308644,8.054469999999999e-5,0,5872,0.8072591860934966,0.001,0.6882480266941378
Aeromonas,4.0254552649369326e-5,0.7244038803945835,4.6719136748027416e-5,0.8616287768003111,7.757586666666667e-5,1.017923076923077e-5,5344,0.9338602903598523,0.585,0.6882882812467871
JAAYLR01,4.0224841966696274e-5,0.7244038803945835,4.775495734904363e-5,0.8423176189372482,7.07741e-5,1.5119730769230761e-5,5259,0.9772330266823318,0.006,0.6883285060887538
Solimonas,4.021916326234264e-5,0.7244038803945835,4.005609607880923e-5,1.0040709704513535,8.057999999999999e-5,1.9903076923076913e-6,5986,0.9179290383077527,0.003,0.6883687252520162
Xylophilus,4.013489769794602e-5,0.7244038803945835,3.999377420528925e-5,1.0035286365305855,7.57531e-5,7.430230769230771e-6,458,0.9310326332647176,0.001,0.6884088601497141
Erythrobacter,4.012268832955318e-5,0.7244038803945835,1.098818562278874e-4,0.3651438891452788,6.05928e-5,2.4186730769230774e-5,823,0.9800279536617448,0.996,0.6884489828380437
DYFV01,3.9891130779854924e-5,0.7244038803945835,5.065381047413661e-5,0.7875247766448485,7.978223333333333e-5,0,177,0.6972279690639862,0.001,0.6884888739688235
Oceanobacillus,3.9846800783631446e-5,0.7244038803945835,2.0037896317292127e-4,0.19885720612919233,7.653990000000002e-5,3.4619423076923055e-6,4806,0.9999999999999967,0.184,0.6885287207696071
JAEKLB01,3.982543335418531e-5,0.7244038803945835,5.124390755223061e-5,0.7771740145614977,6.117376666666667e-5,3.128044230769231e-5,1107,0.812416302368292,0.017,0.6885685462029614
JAJPKB01,3.981605370618276e-5,0.7244038803945835,4.222187866178883e-5,0.943019471613816,7.49774e-5,9.70332692307692e-6,449,0.8473333968095451,0.001,0.68860836225666755
Comamonas_F,3.976457828823456e-5,0.7244038803945835,2.4038196282219482e-4,0.1654224710597256,1.2293333333333333e-5,6.77086346153846e-5,1498,0.9918603925915438,0.61,0.6886481268349558
OFTM49,3.9739603951927105e-5,0.7244038803945835,3.902189523446708e-5,1.01839246179991,6.65079e-5,2.0645269230769246e-5,1624,0.968693127038631,0.001,0.6886878664389078
NIC37A-2,3.973828018000133e-5,0.7244038803945835,3.998075525886622e-5,0.99393520514320155,7.73338e-5,7.102538461538456e-6,922,0.9683353417310493,0.02,0.6887276047190878
Sphingomonas_M,3.973085880980081e-5,0.7244038803945835,3.770365954794679e-5,1.0537666445687077,7.70116e-5,5.3662692307692365e-6,5759,0.9733297264036678,0.001,0.6887673355778976
Albitalea,3.9668051860243856e-5,0.7244038803945835,3.838704648254058e-5,1.0333707720463963,7.933606666666667e-5,0,5350,0.9342429418646448,0.047,0.6888070036297579
Nitricoxidireducens,3.9667637062141265e-5,0.7244038803945835,9.517620898056611e-5,0.41678101583391436,6.894833333333334e-5,1.3633980769230763e-5,5071,0.9992975958151884,0.719,0.68884667126682
CALEAR01,3.958517618354311e-5,0.7244038803945835,2.1324105511633576e-4,0.18563581089929906,7.91705e-5,0,2623,0.9905111306166301,0.211,0.6888862564430035
JAFAVZ01,3.9506290978503876e-5,0.7244038803945835,4.380713232289977e-5,0.9018232621872017,6.971576666666667e-5,1.4659538461538456e-5,78,0.8213393622641555,0.001,0.688925762733982
UBA164,3.947107834815266e-5,0.7244038803945835,6.72928883462582e-5,0.5865564596522098,7.007653333333335e-5,1.3703999999999996e-5,3533,0.9999999999999967,1,0.6889652338123301
JAKAHC01,3.94568121531094e-5,0.7244038803945835,9.050175962693738e-5,0.435978397721289,7.891360000000001e-5,0,4043,0.9982027311245386,0.904,0.6890046906244832
CAMLFJ01,3.9197674517273834e-5,0.7244038803945835,9.803192135167532e-5,0.3998460295056123,5.84923e-5,2.4702807692307678e-5,2757,0.6498786163550854,0.076,0.6890438882990005
JADJPO01,3.9130520943095884e-5,0.7244038803945835,3.449708475918139e-5,1.1343138475688532,7.82802e-5,2.5951730769230795e-6,131,0.8027902299329478,0.001,0.6890830188199436
JACQVA1,3.9120439414942493e-5,0.7244038803945835,3.706619376873596e-5,1.055421003273857,7.824086666666666e-5,0,5620,0.7878509305400713,0.001,0.6891221392593585
JADHUC01,3.9077865842797306e-5,0.7244038803945835,3.245296187890322e-5,1.2041386542348467,7.219543333333332e-5,1.1513769230769224e-5,2868,0.7993692379236494,0.001,0.6891612171252013
SG8-41,3.9008192184258575e-5,0.7244038803945835,4.044469550830471e-5,0.9644822811497945,7.428320000000001e-5,6.5902115384615366e-6,175,0.9131423806763239,0.894,0.6892002253173856
IDS-52,3.899467912249539e-5,0.7244038803945835,4.2721637905326956e-5,0.9127618002125604,7.54067e-5,5.469480769230772e-6,2770,0.7545795340583806,0.011,0.6892392199965081
Terrihabitans,3.8914501863162255e-5,0.7244038803945835,1.3522455244345562e-4,0.28777689524566497,4.176523333333333e-5,3.8955500000000024e-5,3532,0.9999999999999967,0.298,0.6892781344983712
CAIOSP01,3.887599353709467e-5,0.7244038803945835,3.724075925145267e-5,1.0439097998674183,7.416519999999999e-5,8.62778846153846e-6,1327,0.5918159598144392,0.001,0.6893170104919083
Occultella,3.886726909008842e-5,0.7244038803945835,3.444291723826663e-5,1.1284546201825862,7.705786666666667e-5,8.325153846153836e-6,1125,0.8904978489234504,0.001,0.6893558777609984
JAKACY01,3.882195116674098e-5,0.7244038803945835,1.9079080451057858e-4,0.2034791522910553,1.03024e-5,6.853023076923076e-5,7036,0.9999999999999967,0.778,0.6893946997121652
OFTM43,3.8666507736771164e-5,0.7244038803945835,3.7206481425183473e-5,1.0392411820645706,7.7333e-5,0,3174,0.8896788622002206,0.001,0.6894333662199019
JANQQW01,3.859197533377838e-5,0.7244038803945835,3.606061470386653e-5,1.0701973787940013,7.283176666666667e-5,7.153384615384622e-6,1066,0.8617475781514067,0.001,0.6894719581952357
JACPRK01,3.8567863326554165e-5,0.7244038803945835,3.5004978706850486e-5,1.101782225024077,7.394813333333334e-5,6.031711538461536e-6,2257,0.9524613107784294,0.001,0.6895105260585622
JALGVA01,3.845613116089077e-5,0.7244038803945835,4.142732091021217e-5,0.9282794618613878,7.506376666666667e-5,6.817442307692307e-6,627,0.8565272786352207,0.001,0.6895489821897232
JACQZW01,3.838530819652992e-5,0.7244038803945835,4.9320801642469164e-5,0.7782782703896097,7.67706e-5,0,2344,0.7905511684521997,0.001,0.6895873674979197
JAHFDQ01,3.834107284882377e-5,0.7244038803945835,3.251618216433091e-5,1.1791382104779375,7.668213333333333e-5,0,1291,0.8336826131028381,0.001,0.6896257085707685
Pelagibius,3.806414546676692e-5,0.7244038803945835,4.706697562022271e-5,0.8087229945238366,6.95141e-5,9.287788461538454e-6,2293,0.9699948930723151,0.051,0.6896637727162354
JAJYDF01,3.801941082452281e-5,0.7244038803945835,1.0608792883367133e-4,0.35837640759422384,5.924356666666666e-5,1.9891788461538473e-5,4801,0.9979775564705985,0.982,0.6897017921270598
CAIRTN01,3.799312580242256e-5,0.7244038803945835,4.847398501763632e-5,0.783783833505735,6.24955e-5,2.0656961538461523e-5,2465,0.9385326281482174,0.006,0.6897397852528623
Tsukamurella,3.794491584839382e-5,0.7244038803945835,3.2617090409124505e-5,1.163344595500121,7.588983333333333e-5,0,1370,0.9739364528373151,0.001,0.6897777301687107
Rathayibacter,3.787317337308787e-5,0.7244038803945835,4.078318208537223e-5,0.9286468450109463,6.847106666666667e-5,1.2542249999999992e-5,762,0.9712431603842083,0.008,0.6898156033420838
Faecousia,3.786396213681929e-5,0.7244038803945835,1.3500334789514736e-4,0.280466838246315,7.572796666666666e-5,0,7233,0.9932996635167058,0.015,0.6898534673042206
RI-212,3.782802754256703e-5,0.7244038803945835,3.5955347610350495e-5,1.0520834884565944,7.565603333333334e-5,0,942,0.9085291852365495,0.001,0.6898912953317632
WHTX01,3.770682158108078e-5,0.7244038803945835,2.8453372093900247e-5,1.3252145108369864,7.487656666666667e-5,8.716249999999995e-6,2514,0.9295759040021913,0.001,0.6899290021533443
UBA10511,3.766730026134861e-5,0.7244038803945835,4.0118786325756045e-5,0.9388943113956169,7.533456666666667e-5,0,1914,0.9739624960714535,0.12,0.6899666694536056
Prevotella,3.7629930547350216e-5,0.7244038803945835,6.395016193894851e-5,0.5884258836322337,7.456473333333333e-5,1.9528461538461548e-6,5100,0.9995490710653419,1,0.690004299384153
Pararobbsia,3.760979161954265e-5,0.7244038803945835,5.406923165614552e-5,0.6955858344487481,6.297563333333334e-5,1.8869461538461527e-5,847,0.8994517929640413,0.048,0.6900419091757726
Alistipes,3.7607651946164976e-5,0.7244038803945835,1.675920760325289e-4,0.22439994083530235,7.521536666666668e-5,0,827,0.9875824342274533,0.615,0.6900795168277187
CATQHW01,3.7577466879019945e-5,0.7244038803945835,2.7578587791505247e-5,1.3625595031589888,7.51549e-5,0,167,0.9422549410436712,0.001,0.6901170942945978
JAJXWI01,3.757180548437664e-5,0.7244038803945835,1.7639789615823425e-4,0.21299463487179915,0,7.514359615384619e-5,5744,0.9979214559612258,0.954,0.6901546661000821
JAJYIF01,3.756629176975992e-5,0.7244038803945835,1.9628808435887308e-4,0.19138345505006588,7.513266666666668e-5,0,3612,0.9999999999999967,0.734,0.6901922323918519
Caenispirillum,3.747656045151655e-5,0.7244038803945835,4.4342671835155864e-5,0.8451579235197165,6.915073333333334e-5,8.462019230769224e-6,565,0.6589325397143475,0.025,0.6902297089523034
GCA-2687025,3.747197856876084e-5,0.7244038803945835,3.395455499023693e-5,1.1035920977181204,7.494393333333334e-5,0,1192,0.7276348027673318,0.001,0.6902671809308721
JACQWY01,3.744719117597006e-5,0.7244038803945835,4.0323111746836014e-5,0.9286781092460799,7.497e-5,1.923076923076924e-6,1710,0.7892092903541422,0.001,0.6903046281220481
CADEEV01,3.738936265870068e-5,0.7244038803945835,4.4584019791084155e-5,0.8386269976081823,6.783786666666666e-5,9.549980769230764e-6,6037,0.5684435393104439,0.002,0.6903420174847068
ARS98,3.722039359009528e-5,0.7244038803945835,3.786302650699242e-5,0.983027428703343,7.444076666666666e-5,0,2362,0.2814868916398065,0.001,0.6903792378782969
SYMT01,3.721536179002033e-5,0.7244038803945835,3.016807153177484e-5,1.2336009529420153,7.240673333333333e-5,7.009230769230767e-6,5738,0.9155667493877773,0.001,0.6904164532400869
CAIKMD01,3.7210488105951224e-5,0.7244038803945835,7.861830798154189e-5,0.4733056340348555,7.442096666666668e-5,0,102,0.57628992276739055,0.001,0.6904536637281928
Methanobrevibacter_C,3.707215342331709e-5,0.7244038803945835,8.83353409828044e-5,0.41967521731232865,2.456556666666667e-5,5.6700923076923074e-5,3855,0.9999999999999967,0.327,0.6904907358816161
Spinactinospora,3.7057545912494905e-5,0.7244038803945835,3.724860816565089e-5,0.9948706203381802,7.278566666666667e-5,4.006346153846157e-6,341,0.9191816783934331,0.001,0.6905277934275287
JAPLSS01,3.704985134128677e-5,0.7244038803945835,3.4376388533410954e-5,1.0777703220708434,6.9589e-5,9.77165384615384e-6,773,0.9655341083282024,0.001,0.69056484327887
HK1,3.691087046038176e-5,0.7244038803945835,3.314526337581523e-5,1.1136092068984473,7.38217e-5,0,3165,0.9479968768650714,0.001,0.6906017541493304
Actinotalea,3.6908475039912734e-5,0.7244038803945835,5.6048032473742976e-5,0.65851508805779,6.270843333333334e-5,1.3520346153846153e-5,6019,0.9337063492735672,0.473,0.6906386626243703
GWC2-37-13,3.6876514684699e-5,0.7244038803945835,1.2685469473835794e-4,0.2906988563628492,7.375309999999999e-5,0,3315,0.9999999999999967,0.73,0.690675539139055
Clostridioides,3.686310175372092e-5,0.7244038803945835,8.157352972256914e-5,0.4519002901933017,3.152536666666666e-5,5.13071923076923e-5,2255,0.9917294471605087,0.432,0.6907124022408088
JAEUHS01,3.683601398417477e-5,0.7244038803945835,3.726259922713247e-5,0.9885519193023152,7.367196666666667e-5,0,702,0.8129746270782203,0.016,0.690749238254793
Methanocorpusculum,3.6754659616359736e-5,0.7244038803945835,8.329431752756328e-5,0.44126250994489624,7.350929999999998e-5,0,6671,0.9999999999999967,0.001,0.6907859929144093
CAIXFN01,3.664736123817138e-5,0.7244038803945835,4.2211537172863035e-5,0.8681835273634916,6.51757e-5,1.31325e-5,5578,0.9392946817357306,0.002,0.6908226402756475
Cereibacter_A,3.664692906924348e-5,0.7244038803945835,3.1549195376416914e-5,1.1615804660627616,7.329383333333333e-5,0,2074,0.9426431089225666,0.004,0.6908592872047168
JALHNI01,3.6596124089503985e-5,0.7244038803945835,5.054386775006704e-5,0.7240467680563573,7.319223333333334e-5,0,47,0.8567175033084871,0.001,0.6908958833288062
JAPLHB01,3.644296755141037e-5,0.7244038803945835,3.354957509589278e-5,1.0862422980692774,7.28859e-5,0,704,0.866042384415511,0.001,0.6909323262963577
PALSA-1316,3.6425232931246697e-5,0.7244038803945835,1.0892412152273514e-4,0.3344092421589451,7.285046666666668e-5,0,3592,0.9993918382258502,0.973,0.6909687515292889
Acididesulfobacillus,3.640365159602786e-5,0.7244038803945835,1.0042814143759758e-4,0.3624845693141476,4.7719533333333336e-5,2.8813326923076914e-5,3251,0.9999999999999967,0.101,0.691005155180885
JAJYGF01,3.640121147556644e-5,0.7244038803945835,9.295793125980409e-5,0.39158801171930424,7.280246666666667e-5,0,3325,0.9999999999999967,0.054,0.6910415563923605
JAICWP01,3.639518199433271e-5,0.7244038803945835,8.393781093423677e-5,0.4335969879277343,7.279036666666665e-5,0,1252,0.8381049925033531,0.001,0.6910779515743549
Erwinia,3.632864835792329e-5,0.7244038803945835,7.246190028086483e-5,0.5013482701545529,5.9225633333333324e-5,1.7772615384615365e-5,4299,0.9930700810666201,0.445,0.6911142802227128
JAJPHU01,3.628882533369974e-5,0.7244038803945835,6.704923449493663e-5,0.5412265420635067,5.368613333333333e-5,2.6634365384615386e-5,4606,0.9616588214424259,0.178,0.6911505690480465
JAKAEA01,3.627651340111206e-5,0.7244038803945835,7.483236818390188e-5,0.4847703511395213,4.169853333333333e-5,3.7129884615384616e-5,4437,0.9981802873873205,0.389,0.6911868455614476
CALKVK01,3.611342727365078e-5,0.7244038803945835,3.575806233055894e-5,1.0099380369049846,6.480650000000001e-5,2.0697038461538467e-5,2881,0.6429877255932193,0.001,0.6912229589887212
AC-16,3.608584135577843e-5,0.7244038803945835,6.157415269112014e-5,0.5860550211189915,7.217166666666668e-5,0,2745,0.22249508155412517,0.001,0.6912590448300769
QYPT01,3.608274132205517e-5,0.7244038803945835,1.085056783410817e-4,0.33254242426494063,1.4033033333333336e-5,6.029136538461535e-5,5543,0.9996043362856696,0.191,0.691295127571399
VGFD01,3.6070892267267117e-5,0.7244038803945835,3.2492264971320235e-5,1.1101378220048868,7.214176666666666e-5,0,461,0.9275814482727696,0.001,0.6913311984636663
Usitatibacter,3.596912788773778e-5,0.7244038803945835,6.280992613510806e-5,0.5726662981638595,7.193823333333333e-5,0,473,0.9263024945898406,0.448,0.691367167591554
VXYL01,3.589310966616749e-5,0.7244038803945835,3.884694171069724e-5,0.9239623014205939,7.178616666666667e-5,0,1526,0.9750339016640356,0.474,0.6914030607012202
N075bin58,3.5864721607088374e-5,0.7244038803945835,2.5620747341124916e-4,0.1399831204358369,0,7.172944230769228e-5,6494,0.9999999999999967,0.607,0.6914389254228273
CAIYYN01,3.583390191363274e-5,0.7244038803945835,3.99050033732427e-5,0.8979801750288853,6.745103333333333e-5,6.811038461538464e-6,2863,0.6206953917565824,0.003,0.6914747593247409
Multivorans,3.5822407518671284e-5,0.7244038803945835,2.988655174511446e-5,1.198612935482835,7.16448e-5,0,1352,0.8850327039587288,0.001,0.6915105817322595
Sphaerimonospora,3.58140951462678e-5,0.7244038803945835,3.659003059329331e-5,0.9787938016327394,6.293676666666667e-5,1.7931865384615382e-5,2114,0.9763039033467069,0.001,0.6915463958274058
JAEZGP01,3.577950906152932e-5,0.7244038803945835,4.28487423509056e-5,0.8350188850005564,7.12532e-5,2.1659423076923102e-6,2906,0.8181643519696541,0.001,0.6915821753364674
Lamprocystis,3.576580312753022e-5,0.7244038803945835,3.518060316554805e-5,1.0166341651173068,7.167066666666666e-5,4.295711538461542e-6,1136,0.8775310504250536,0.001,0.691617941139595
UBA2219,3.573559991224484e-5,0.7244038803945835,0.00017424748208795301,0.20508531591984194,6.939566666666668e-5,2.409326923076924e-6,3946,0.9999500255282197,0.231,0.6916536767395072
Methylosinus,3.57012370902922e-5,0.7244038803945835,4.0522301499309584e-5,0.8810268856743113,6.377833333333333e-5,1.2478884615384621e-5,2725,0.9680073857245208,0.021,0.6916893779765975
JACMLX01,3.570095338631481e-5,0.7244038803945835,4.639958068606513e-5,0.7694240520806394,6.816719999999999e-5,5.836865384615381e-6,1683,0.9518316297297927,0.004,0.6917250789299838
